epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,59.0909,1.12517,0.94681,0.99645,0.16517,0.0099537,0.0033179,0.0099537,0.0033179,0.0099537,0.0033179,0.0099537,0.0033179
